identifier,name,in_language,url,abstract,word_count,sections_count,citations_count,has_infobox,infobox_fields_count,categories,outgoing_links,referenceneed_flag,citation_density,structural_health,quality_tier
100203,Philosophy of Silk Road,en,https://en.wikipedia.org/wiki/Philosophy_of_Silk_Road,"An encyclopedic inquiry into historic network of eurasian trade routes connecting east and west. Comprehensive survey covering definitions, historical development, and research implications.",1626,8,16,True,16,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Mariana Trench', 'Amazon Rainforest', 'Nile River Basin', 'Lake Baikal']",False,9.84,91.14,B Class
100204,Global Impact of General Relativity,en,https://en.wikipedia.org/wiki/Global_Impact_of_General_Relativity,"An encyclopedic inquiry into geometric theory of gravitation published by albert einstein. Comprehensive survey covering definitions, historical development, and research implications.",1372,5,7,True,5,"['Science & Technology', 'Articles on Science']","['Space Race', 'Artificial Intelligence', 'Ancient Alexandria', 'Mesopotamia', 'Epistemology']",False,5.1,70.65,C Class
100205,Principles of Magna Carta,en,https://en.wikipedia.org/wiki/Principles_of_Magna_Carta,"An encyclopedic inquiry into royal charter of rights agreed to by king john of england. Comprehensive survey covering definitions, historical development, and research implications.",1295,6,5,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Graphene', 'Mariana Trench', 'Silk Road']",False,3.86,54.37,C Class
100206,Critique of Impressionism,en,https://en.wikipedia.org/wiki/Critique_of_Impressionism,"An encyclopedic inquiry into 19th-century art movement characterized by visible brush strokes. Comprehensive survey covering definitions, historical development, and research implications.",1205,7,9,True,6,"['Literature & Arts', 'Articles on Literature']","['Sahara Desert', 'Photosynthesis', 'Nanotechnology', 'Magna Carta']",False,7.47,75.98,C Class
100207,Future Trends in Mariana Trench,en,https://en.wikipedia.org/wiki/Future_Trends_in_Mariana_Trench,"An encyclopedic inquiry into deepest oceanic trench on earth located in western pacific. Comprehensive survey covering definitions, historical development, and research implications.",1643,8,10,False,0,"['Geography & Earth', 'Articles on Geography']","['Magna Carta', 'Renaissance Humanism', 'Postmodern Literature', 'Bauhaus Movement']",False,6.09,58.64,C Class
100208,Principles of Renaissance Humanism,en,https://en.wikipedia.org/wiki/Principles_of_Renaissance_Humanism,"An encyclopedic inquiry into intellectual movement originating in 14th-century italy. Comprehensive survey covering definitions, historical development, and research implications.",608,4,2,True,3,"['History & Civilizations', 'Articles on History']","['Great Barrier Reef', 'Antarctic Ice Sheet', 'Behavioral Economics', 'Byzantine Empire', 'Renaissance Humanism', 'Space Race', 'Silk Road', 'Ottoman Empire']",True,3.29,56.16,Start Class
100209,Regional Study on Classical Music,en,https://en.wikipedia.org/wiki/Regional_Study_on_Classical_Music,"An encyclopedic inquiry into art music produced in the traditions of western culture. Comprehensive survey covering definitions, historical development, and research implications.",2885,14,55,True,15,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Sahara Desert', 'Film Noir', 'Dark Matter', 'Amazon Rainforest', 'Ancient Alexandria', 'Bauhaus Movement', 'Thermodynamics', 'Mesopotamia']",False,19.06,99.8,Good / Featured Article
100210,Future Trends in Industrial Revolution,en,https://en.wikipedia.org/wiki/Future_Trends_in_Industrial_Revolution,"An encyclopedic inquiry into transition to new manufacturing processes in europe and us. Comprehensive survey covering definitions, historical development, and research implications.",2147,11,30,True,14,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Behavioral Economics', 'Space Race', 'Thermodynamics', 'Amazon Rainforest', 'Postmodern Literature', 'Ring of Fire']",False,13.97,98.24,B Class
100211,History of Galapagos Islands,en,https://en.wikipedia.org/wiki/History_of_Galapagos_Islands,"An encyclopedic inquiry into volcanic archipelago in pacific ocean known for endemic species. Comprehensive survey covering definitions, historical development, and research implications.",375,4,2,True,3,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Bauhaus Movement', 'Constitutional Law', 'Galapagos Islands', 'Postmodern Literature', 'Impressionism']",True,5.33,60.01,Start Class
100212,Global Impact of Surrealism,en,https://en.wikipedia.org/wiki/Global_Impact_of_Surrealism,"An encyclopedic inquiry into cultural movement beginning in 1920s depicting unnerving scenes. Comprehensive survey covering definitions, historical development, and research implications.",3054,18,51,True,20,"['Literature & Arts', 'Articles on Literature']","['Classical Music', 'Surrealism', 'Ottoman Empire', 'Universal Declaration of Human Rights', 'Meiji Restoration', 'Mariana Trench', 'Photosynthesis', 'Artificial Intelligence']",False,16.7,96.67,Good / Featured Article
100213,Foundations of Renaissance Art (Vol. 4),en,https://en.wikipedia.org/wiki/Foundations_of_Renaissance_Art_(Vol._4),"An encyclopedic inquiry into painting, sculpture, and decorative arts of european renaissance. Comprehensive survey covering definitions, historical development, and research implications.",954,4,9,True,6,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Harappan Civilization', 'Ottoman Empire', 'Sahara Desert', 'Epistemology', 'Classical Music', 'Renaissance Art']",False,9.43,79.02,C Class
100214,Philosophy of General Relativity,en,https://en.wikipedia.org/wiki/Philosophy_of_General_Relativity,"An encyclopedic inquiry into geometric theory of gravitation published by albert einstein. Comprehensive survey covering definitions, historical development, and research implications.",84,2,1,False,0,"['Science & Technology', 'Articles on Science']","['Deep Learning', 'French Revolution', 'Magna Carta', 'Meiji Restoration', 'Sahara Desert', 'Dark Matter', 'Mount Everest', 'Ring of Fire']",True,11.9,37.46,Stub Class
100215,History of Magna Carta,en,https://en.wikipedia.org/wiki/History_of_Magna_Carta,"An encyclopedic inquiry into royal charter of rights agreed to by king john of england. Comprehensive survey covering definitions, historical development, and research implications.",233,1,0,False,0,"['History & Civilizations', 'Articles on History', 'Open Source Tech Envoy Corpus']","['Quantum Computing', 'Public Health', 'Meiji Restoration']",True,0.0,28.56,Stub Class
100216,Introduction to Nile River Basin (Vol. 7),en,https://en.wikipedia.org/wiki/Introduction_to_Nile_River_Basin_(Vol._7),"An encyclopedic inquiry into major north-flowing river drainage system in northeastern africa. Comprehensive survey covering definitions, historical development, and research implications.",1242,4,10,True,5,"['Geography & Earth', 'Articles on Geography']","['Sahara Desert', 'Microbiome', 'Constitutional Law', 'Ottoman Empire', 'Impressionism', 'Higgs Boson']",False,8.05,74.35,C Class
100217,Advanced Mariana Trench,en,https://en.wikipedia.org/wiki/Advanced_Mariana_Trench,"An encyclopedic inquiry into deepest oceanic trench on earth located in western pacific. Comprehensive survey covering definitions, historical development, and research implications.",2728,11,53,True,24,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Dark Matter', 'Silk Road', 'Universal Declaration of Human Rights', 'Film Noir']",False,19.43,99.5,Good / Featured Article
100218,Introduction to Galapagos Islands,en,https://en.wikipedia.org/wiki/Introduction_to_Galapagos_Islands,"An encyclopedic inquiry into volcanic archipelago in pacific ocean known for endemic species. Comprehensive survey covering definitions, historical development, and research implications.",1340,7,9,True,8,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Sahara Desert', 'Superconductivity', 'Industrial Revolution', 'Homeric Epics']",False,6.72,81.24,C Class
100219,Critique of French Revolution,en,https://en.wikipedia.org/wiki/Critique_of_French_Revolution,"An encyclopedic inquiry into period of radical political and societal change in france. Comprehensive survey covering definitions, historical development, and research implications.",442,2,3,False,0,"['History & Civilizations', 'Articles on History']","['Classical Music', 'Film Noir', 'Constitutional Law', 'Magna Carta', 'Baroque Architecture', 'Renaissance Art', 'General Relativity', 'Public Health', 'Nanotechnology']",True,6.79,42.58,Start Class
100220,Introduction to Bauhaus Movement (Vol. 1),en,https://en.wikipedia.org/wiki/Introduction_to_Bauhaus_Movement_(Vol._1),"An encyclopedic inquiry into german art school operational from 1919 to 1933 combining crafts. Comprehensive survey covering definitions, historical development, and research implications.",1350,5,6,True,5,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Postmodern Literature', 'Nanotechnology', 'Antarctic Ice Sheet', 'Space Race', 'Mariana Trench', 'Higgs Boson']",False,4.44,72.31,C Class
100221,Critique of Existentialism,en,https://en.wikipedia.org/wiki/Critique_of_Existentialism,"An encyclopedic inquiry into philosophical inquiry that explores the problem of human existence. Comprehensive survey covering definitions, historical development, and research implications.",670,3,4,True,5,"['Social Sciences & Philosophy', 'Articles on Social Sciences', 'Open Source Tech Envoy Corpus']","['French Revolution', 'Artificial Intelligence', 'Great Barrier Reef', 'Nanotechnology', 'Plate Tectonics', 'Space Race', 'Nile River Basin', 'Lake Baikal', 'Surrealism']",True,5.97,65.72,C Class
100222,Introduction to Great Barrier Reef,en,https://en.wikipedia.org/wiki/Introduction_to_Great_Barrier_Reef,"An encyclopedic inquiry into world's largest coral reef system off queensland, australia. Comprehensive survey covering definitions, historical development, and research implications.",3162,18,42,True,16,"['Geography & Earth', 'Articles on Geography']","['Behavioral Economics', 'Universal Declaration of Human Rights', 'Microbiome']",False,13.28,96.67,Good / Featured Article
100223,Critique of Graphene,en,https://en.wikipedia.org/wiki/Critique_of_Graphene,"An encyclopedic inquiry into two-dimensional carbon allotrope with exceptional tensile strength. Comprehensive survey covering definitions, historical development, and research implications.",1175,4,12,True,7,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Epistemology', 'Great Barrier Reef', 'Nile River Basin', 'Lake Baikal', 'Superconductivity', 'Antarctic Ice Sheet', 'Behavioral Economics', 'Silk Road', 'Galapagos Islands']",False,10.21,84.02,C Class
100224,Philosophy of Mariana Trench,en,https://en.wikipedia.org/wiki/Philosophy_of_Mariana_Trench,"An encyclopedic inquiry into deepest oceanic trench on earth located in western pacific. Comprehensive survey covering definitions, historical development, and research implications.",380,2,2,True,6,"['Geography & Earth', 'Articles on Geography', 'Open Source Tech Envoy Corpus']","['Universal Declaration of Human Rights', 'Byzantine Empire', 'Magna Carta', 'CRISPR Gene Editing', 'Amazon Rainforest', 'Industrial Revolution', 'French Revolution', 'General Relativity']",True,5.26,59.72,Start Class
100225,Contemporary Bauhaus Movement,en,https://en.wikipedia.org/wiki/Contemporary_Bauhaus_Movement,"An encyclopedic inquiry into german art school operational from 1919 to 1933 combining crafts. Comprehensive survey covering definitions, historical development, and research implications.",205,2,1,False,0,"['Literature & Arts', 'Articles on Literature', 'Open Source Tech Envoy Corpus']","['Impressionism', 'Mariana Trench', 'Graphene', 'Baroque Architecture', 'Nanotechnology', 'Dark Matter', 'Epistemology']",True,4.88,37.81,Stub Class
100226,Contemporary Graphene,en,https://en.wikipedia.org/wiki/Contemporary_Graphene,"An encyclopedic inquiry into two-dimensional carbon allotrope with exceptional tensile strength. Comprehensive survey covering definitions, historical development, and research implications.",1195,8,10,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Ancient Alexandria', 'Antarctic Ice Sheet', 'Silk Road', 'Public Health', 'Lake Baikal']",False,8.37,63.71,C Class
100227,Principles of James Webb Space Telescope (Vol. 8),en,https://en.wikipedia.org/wiki/Principles_of_James_Webb_Space_Telescope_(Vol._8),"An encyclopedic inquiry into premier infrared space observatory mission. Comprehensive survey covering definitions, historical development, and research implications.",272,2,0,False,0,"['Science & Technology', 'Articles on Science', 'Open Source Tech Envoy Corpus']","['Bauhaus Movement', 'Nanotechnology', 'Byzantine Empire', 'Deep Learning']",True,0.0,31.37,Stub Class
